CMPD_CHEMBLID,MOLWEIGHT,ALOGP,PSA,CANONICAL_SMILES,IC50,STANDARD_UNITS,ASSAY_ORGANISM,PUBMED_ID
CHEMBL3309990,337.31,2.74,87.56,Nc1nc2c3c(F)cccc3nc(Cc4ccc5OCOc5c4)n2n1,10000,nM,Homo sapiens,24980703
CHEMBL3262621,417.51,3.5,120.22,CC1=Nc2cc(N[C@@H]3CCCC[C@@H]3N)nc(Nc4cccc5c(C)c[nH]c45)c2C(=O)N1,10000,nM,Homo sapiens,24726806
CHEMBL3297762,512.09,4.28,69.61,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(cn23)c4cccc(Cl)c4)C5CCCCC5)CC1,10000,nM,Homo sapiens,24139169
CHEMBL2012519,364.39,2.33,113.29,COc1cc(O)c2C(=O)O[C@@H](C)C\C=C/C(=O)[C@@H](O)[C@@H](O)CCCc2c1,10000,nM,,
CHEMBL1287940,373.31,3.38,112.13,COC(=O)c1ccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)cc1,10000,nM,Homo sapiens,21106455
CHEMBL3114785,469.47,3.55,99.35,Fc1cc(ccn1)N2CC(C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3,10080,nM,Homo sapiens,24461299
CHEMBL569721,353.36,2.07,128.09,C[C@@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,10420,nM,,19857966
CHEMBL1539757,299.45,3.75,65.56,OC=O.C1CC(=C2c3ccccc3CSc4sccc24)CCN1,10450,nM,7,51887
CHEMBL1498517,246.73,2.12,58.2,CC1CCCC(NC(=O)NC(=O)CCl)C1C,10610,nM,7,51887
CHEMBL3193887,409.3,4.31,107.22,Cc1cc(SCC(=O)N\N=C\c2ccc(O)c(O)c2)c(C)cc1Br,10670,nM,7,51887
CHEMBL1502358,288.3,3.84,58.86,O=C(C=C=Nc1ccccc1)C(=O)N=C=Cc2ccccc2,10680,nM,7,51887
CHEMBL1587526,310.26,2.98,97.36,COC(=O)Oc1ccc(\C=C\C(=O)OC)cc1OC(=O)OC,10710,nM,7,51887
CHEMBL1524240,228.33,3.57,19.03,Cl.C(N1CCCCCC1)c2c[nH]c3ccccc23,10710,nM,7,51887
CHEMBL2376158,450.4,.97,132.07,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3ncn4cc(F)cc(F)c34)C(=O)N5CC(C5)C#N,10800,nM,Homo sapiens,23540648
CHEMBL1575649,344.41,4.16,130.19,Oc1ccc(\C=C\2/SC(=S)N(Nc3ccccc3)C2=O)cc1O,10990,nM,7,51887
CHEMBL3115320,328.32,2.88,79.52,O=C1Nc2ccc3c(oc4ccccc34)c2/C/1=N/Nc5ccncc5,11000,nM,Homo sapiens,23993776
CHEMBL2385543,561.07,6.37,61.61,Clc1ccc(cc1)c2oc3C(=O)N(Cc4ccccc4c5cccnc5)c6ccc(cc6Cc3c2)N7CCNCC7,11000,nM,Homo sapiens,23602398
CHEMBL1375393,346.34,2.78,126.43,Oc1ccc(cc1O)C(=O)CSc2nnnn2c3ccc(F)cc3,11060,nM,7,51887
CHEMBL3114781,418.42,3.05,92.35,Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4ccccc4)c2)ccn1,11080,nM,Homo sapiens,24461299
CHEMBL2322139,308.3,4.1,46.5,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C4CCCCC4,11400,nM,Homo sapiens,23265875
CHEMBL1417496,346.64,3.47,46.92,Cc1nn(Cc2ccc(Cl)cc2Cl)c(C)c1NC(=O)CCl,11410,nM,7,51887
CHEMBL1290197,389.45,3.51,92.94,CC(Nc1nc2C=CNC(=O)c2cc1c3onc(n3)c4ccccc4)C(C)(C)C,11500,nM,,21044843
CHEMBL1290089,345.32,3,45.23,Fc1ccc(cc1)c2cc3C(=O)NC=Cc3nc2N4CCC(F)(F)C4,11800,nM,,21044843
CHEMBL3398141,377.46,3.31,107.98,CCCCN(C)c1ncc(NS(=O)(=O)c2ccccc2C)cc1C(=O)O,12200,nM,Homo sapiens,25650310
CHEMBL1454438,339.43,2.83,98.31,COc1ccc(OC)c(NS(=O)(=O)c2ccc(SC)cc2)c1,12440,nM,7,51887
CHEMBL1938650,297.37,2.84,96.25,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,12600,nM,,22087750
CHEMBL261849,366.41,3.13,105.51,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,13000,nM,Homo sapiens,16249345
CHEMBL2381601,384.86,2.14,111.33,N[C@@H]1CC[C@H](CC1)Nc2ncc(C(=O)N)n3cc(nc23)c4ccc(Cl)cc4,13000,nM,Homo sapiens,23587425
CHEMBL3301607,425.5,2.46,105.05,O=C(Nc1nc2cccc(c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C5CC5,13200,nM,Homo sapiens,24417533
CHEMBL1386220,278.23,3.53,44.89,FC(F)(F)C(=O)Nc1cccc2c3ccccc3[nH]c12,13710,nM,7,51887
CHEMBL1330242,327.81,2.24,99.85,Clc1c(sc2ccccc12)C(=O)NC3CS(=O)(=O)C=C3,13770,nM,7,51887
CHEMBL1682361,434.52,2.85,119.79,Cc1nnc(Nc2nc(nn3cccc23)N4CCN(CC4)C(=O)Cc5ccccc5)s1,14000,nM,,21282055
CHEMBL3314276,355.36,4.54,57.78,Fc1ccc(cc1)c2nc([nH]c2C3=CC(=O)NC=C3)c4ccc(cc4)C#C,14300,nM,Homo sapiens,24930833
CHEMBL3115323,404.85,4.48,58.64,Clc1ccc(OCc2ccccc2)c(\C=C/3\C(=O)NN(C3=O)c4ccccc4)c1,15000,nM,Homo sapiens,23993776
CHEMBL1835014,272.28,2.08,83.8,CCNc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12,15000,nM,,21942426
CHEMBL1416895,329.2,2.99,58.65,Clc1cc(cnc1Cl)S(=O)(=O)N2CCc3ccccc23,15840,nM,7,51887
CHEMBL2376437,419.48,2.64,109,C[C@@H](NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12)C5CC5,16220,nM,Homo sapiens,23541670
CHEMBL3125667,539.62,4.99,145.43,NS(=O)(=O)OCCn1cnc2c(Nc3ccc(F)cc3)nc(NCc4ccc(cc4)C5CCCCC5)nc12,16600,nM,Homo sapiens,23810672
CHEMBL564365,369.46,4,48.13,CC1=CC2=C(C(=O)N1)c3[nH]c4ccccc4c3CCN2CCc5ccccc5,16900,nM,,19362847
CHEMBL576862,331.37,2.37,94.02,C[C@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccccc4,18000,nM,,19857967
CHEMBL570229,343.39,2.55,94.02,Nc1nn2cccnc2c1c3cc(N[C@@H]4CCc5ccccc45)ncn3,19000,nM,,19857967
CHEMBL568815,336.32,2.38,91.22,Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,20000,nM,,19857967
CHEMBL576475,318.34,1.06,106.91,Nc1nn2cccnc2c1c3cc(NCc4ccccn4)ncn3,20000,nM,,19857967
CHEMBL582808,375.4,3.04,85.22,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,20000,nM,,19857967
CHEMBL599911,,,,OB(O)c1ccc(cc1)C2Nc3ccccc3c4ccnc5[nH]cc2c45,20000,nM,Homo sapiens,19945871
CHEMBL553,393.44,4.31,74.73,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,20000,nM,Homo sapiens,17178722
CHEMBL570890,317.35,2,94.02,Nc1nn2cccnc2c1c3cc(NCc4ccccc4)ncn3,20000,nM,,19857967
CHEMBL1204012,394.47,1.48,105.54,Cl.CCN(CC)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,20000,nM,,19857967
CHEMBL2381116,450.51,1.2,127.93,COc1ccc2CN(C(=O)c2c1)c3nc(cs3)C(=O)Nc4cnccc4N5CCNCC5,21000,nM,Homo sapiens,23535330
CHEMBL3134612,371.82,4.68,65.5,COc1cc(Nc2nccc(n2)c3ccc(Cl)cc3)cc(OC)c1OC,21513,nM,Homo sapiens,
CHEMBL2376439,513.55,1.37,153.1,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@H](C5CC5)C(=O)N6CC(C6)C#N)c4n3)cc12,23300,nM,Homo sapiens,23541670
CHEMBL505896,610.67,4.44,85.72,COc1cc2c(Oc3ccc(cc3F)C4=CN=C(Cc5ccccc5)N(C)C4=O)ccnc2cc1OCCCN6CCOCC6,25000,nM,,18763753
CHEMBL1938642,354.43,2,122.7,NC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,25000,nM,Homo sapiens,22087750
CHEMBL1938642,354.43,2,122.7,NC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,25000,nM,,22087750
CHEMBL1243326,515.54,6.81,97.74,CNc1nccc(n1)c2cccnc2Oc3ccc(Nc4nnc(c5ccc(F)cc5)c6ccccc46)cc3,25000,nM,,20684549
CHEMBL481584,228.25,1.67,80.73,Cc1onc(C)c1c2ccc3[nH]nc(N)c3c2,28600,nM,,19019674
CHEMBL475817,469.24,4.31,97.11,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2Cl)cc1Cl,29000,nM,,19097792
CHEMBL1289992,325.38,3.54,54.02,CC(C)(C)CNc1nc2C=CNC(=O)c2cc1c3ccc(F)cc3,29000,nM,,21044843
CHEMBL3343052,457.44,1.3,138.51,COc1ccc(cc1C2=CNC(=O)NC2=O)C(=O)Nc3ccc(NC(=O)c4ccccn4)cc3,30000,nM,Homo sapiens,25262942
CHEMBL3343034,400.43,3.96,96.37,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(C)nc2cc1O,30000,nM,Homo sapiens,25262942
CHEMBL3343046,362.38,3.14,87.66,COc1cc(ccc1O)C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2,30000,nM,Homo sapiens,25262942
CHEMBL3343047,377.39,2.39,113.68,COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)c(N)cc1O,30000,nM,Homo sapiens,25262942
CHEMBL2325904,288.34,1.12,90.9,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O,30000,nM,Homo sapiens,23214979
CHEMBL3314140,404.89,4.88,46.23,Clc1ccc(cc1)c2oc(cc2)c3nccn3c4ccc(cc4)N5CCNCC5,30000,nM,Homo sapiens,24913714
CHEMBL3343057,463.49,.88,137.66,COc1cc(cc(c1)C2=CNC(=O)NC2=O)C(=O)Nc3ccc(NC(=O)C4CCCCN4)cc3,30000,nM,Homo sapiens,25262942
CHEMBL2207765,493.34,5.23,108.9,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)n3)n2,30000,nM,Homo sapiens,23127890
CHEMBL3360357,425.5,2.02,113.84,O=C(Nc1nc2cccc(c3ccc(CNC4CCS(=O)(=O)C4)cc3)n2n1)C5CC5,30000,nM,Homo sapiens,25369270
CHEMBL3343045,378.34,2.33,137.13,Oc1ccc(cc1[N+](=O)[O-])C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2,30000,nM,Homo sapiens,25262942
CHEMBL3343051,427.41,1.31,129.29,O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c3cccc(c3)C4=CNC(=O)NC4=O,30000,nM,Homo sapiens,25262942
CHEMBL2208026,389.45,3.06,79.38,CC(=O)Nc1ccc(cc1)c2cc(Nc3ccc(cc3)N4CCOCC4)ncn2,30000,nM,Homo sapiens,23127890
CHEMBL2376144,462.89,2.01,132.58,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(Cl)ccc34)C(=O)N5CC(C5)C#N,30000,nM,Homo sapiens,23540648
CHEMBL3343038,444.44,3.71,122.67,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC(=O)O,30000,nM,Homo sapiens,25262942
CHEMBL2207762,498.4,4.67,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(NC3CCCC(C3)NC(=O)c4c(Cl)cccc4Cl)n2,30000,nM,Homo sapiens,23127890
CHEMBL3360353,377.44,2.73,71.76,O=C(Nc1nc2cccc(c3ccc(CN4CCOCC4)cc3)n2n1)C5CC5,30000,nM,Homo sapiens,25369270
CHEMBL3343058,423.42,.7,137.66,CCNC(=O)Nc1ccc(NC(=O)c2cc(OC)cc(c2)C3=CNC(=O)NC3=O)cc1,30000,nM,Homo sapiens,25262942
CHEMBL2208035,458.51,2.49,108.47,O=C(Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)[C@H]5CCC(=O)N5,30000,nM,Homo sapiens,23127890
CHEMBL3360355,403.36,3.19,88.39,FC(F)(F)C(=O)NCc1ccc(cc1)c2cccc3nc(NC(=O)C4CC4)nn23,30000,nM,Homo sapiens,25369270
CHEMBL3343044,363.37,2.42,100.55,COc1cc(ccc1O)C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2,30000,nM,Homo sapiens,25262942
CHEMBL2207758,444.53,2.81,91.41,O=C(Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)[C@H]5CCNC5,30000,nM,Homo sapiens,23127890
CHEMBL3343037,430.46,3.69,105.6,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCO,30000,nM,Homo sapiens,25262942
CHEMBL2207767,423.47,3.97,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(NC(=O)c4ccccc4)c3)n2,30000,nM,Homo sapiens,23127890
CHEMBL3343040,401.42,3.78,122.39,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(N)nc2cc1O,30000,nM,Homo sapiens,25262942
CHEMBL2207763,470.35,3.71,87.22,CC(=O)Nc1ccc(cc1)c2ccnc(NCC3CN(C3)C(=O)c4c(Cl)cccc4Cl)n2,30000,nM,Homo sapiens,23127890
CHEMBL3343055,459.45,1.7,129.72,COc1cc(cc(c1)C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)N4CCC(=O)NC4=O,30000,nM,Homo sapiens,25262942
CHEMBL3356117,484.98,2.31,93.19,CC(=O)c1ccc(cc1)N2CCN(CC2)C(=O)CN3CC[C@H](C3)C(=O)Nc4ccc(O)c(Cl)c4,30000,nM,Homo sapiens,25313996
CHEMBL1929238,554.53,4.22,113.23,CN(C)CCN1CCN(CCC1=O)C(=O)c2cc(sc2NC(=O)Nc3cccc(Cl)c3Cl)C(C)(C)C,30000,nM,,22014550
CHEMBL2208030,403.48,3.32,79.38,CC(=O)Nc1ccc(cc1)c2cc(C)nc(Nc3ccc(cc3)N4CCOCC4)n2,30000,nM,Homo sapiens,23127890
CHEMBL3343033,386.4,4,96.37,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1O,30000,nM,Homo sapiens,25262942
CHEMBL3343042,506.56,5.23,121.29,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCc5ccccn5)nc2cc1O,30000,nM,Homo sapiens,25262942
CHEMBL2207766,457.91,4.64,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(NC(=O)c4ccccc4Cl)c3)n2,30000,nM,Homo sapiens,23127890
CHEMBL3343039,443.45,3.08,128.46,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC(=O)N,30000,nM,Homo sapiens,25262942
CHEMBL2376152,480.88,2.21,132.58,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(Cl)cc(F)c34)C(=O)N5CC(C5)C#N,30000,nM,Homo sapiens,23540648
CHEMBL3341771,457.44,1.3,138.52,COc1cc(cc(c1)C2=CNC(=O)NC2=O)C(=O)Nc3ccc(NC(=O)c4ccccn4)cc3,30000,nM,Homo sapiens,25262942
CHEMBL3343048,420.41,2.85,113.96,COc1cc(ccc1OCC(=O)O)C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2,30000,nM,Homo sapiens,25262942
CHEMBL560245,387.9,6.08,31.92,Cc1cc2N(CCc3ccccc3)CCc4c([nH]c5ccccc45)c2c(Cl)n1,33500,nM,,19362847
CHEMBL1420155,389.45,3.56,54.37,COc1cc2CCN3C(=O)N=C(C=C3c2cc1OC)N4CCCc5ccccc45,35640,nM,7,51887
CHEMBL1613090,271.31,3.18,58.56,Cc1cccc(OCC(=O)Nc2cc(C)ccc2O)c1,40000,nM,7,51887
CHEMBL563257,383.49,5.73,41.15,COc1cc(C)nc2N(CCc3ccccc3)CCc4c([nH]c5ccccc45)c12,40000,nM,,19362847
CHEMBL563080,387.9,6.41,31.92,Cc1cc(Cl)c2c(n1)N(CCc3ccccc3)CCc4c2[nH]c5ccccc45,40000,nM,,19362847
CHEMBL1332689,519.57,3.17,132.46,CCN(CC)S(=O)(=O)c1cccc(c1)N2C(=O)\C(=C/Nc3ccccc3C(=O)O)\c4ccccc4C2=O,40000,nM,7,51887
CHEMBL1467766,426.49,3.15,115.32,CN(c1ccccc1)S(=O)(=O)c2cccc(c2)C(=O)NCCc3ccc(O)c(O)c3,40000,nM,7,51887
CHEMBL563555,383.49,5.73,41.15,COc1nc(C)cc2N(CCc3ccccc3)CCc4c([nH]c5ccccc45)c12,40000,nM,,19362847
CHEMBL2017214,422.55,3.94,116.19,CSc1ccccc1Nc2nc(nc3c(NCC4CC4)ncnc23)N5CCNCC5,40000,nM,,
CHEMBL465091,212.05,2.01,54.7,Nc1n[nH]c2ccc(Br)cc12,40900,nM,,19019674
CHEMBL3314280,506.43,2.78,155.82,[Na+].[Na+].[O-]P(=O)([O-])CCn1cc(nn1)c2ccc(cc2)c3nc(c4ccc(F)cc4)c([nH]3)C5=CC(=O)NC=C5,45500,nM,Homo sapiens,24930833
CHEMBL104466,303.36,2.23,76.5,COc1cc2ncc(N[C@@H]3CC[C@@H](O)CC3)nc2cc1OC,50000,nM,,12941342
CHEMBL1448,327.12,3.6,95.15,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-],100000,nM,,
CHEMBL3314270,482.46,1.12,151.57,Cn1c(nc(c2ccc(F)cc2)c1c3ccncc3)c4cn(nn4)[C@H]5[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]5O,100000,nM,Homo sapiens,24930833
CHEMBL3120960,320.32,3.06,72.28,Cn1c(nc(c2ccc(F)cc2)c1c3ccncc3)c4c[nH]nn4,100000,nM,Homo sapiens,24930833
CHEMBL3314285,378.42,5.08,99.99,CSc1nccc(n1)c2[nH]c(nc2c3ccc(F)cc3)c4ccc(O)cc4,100000,nM,Homo sapiens,24930833
CHEMBL3314272,361.4,5.55,81.27,CSc1nccc(n1)c2c(nc3nc(ccn23)C#C)c4ccc(F)cc4,100000,nM,Homo sapiens,24930833
CHEMBL3120969,484.46,3.28,106.76,CCOP(=O)(CCn1cc(nn1)c2nc(c3ccc(F)cc3)c(c4ccncc4)n2C)OCC,100000,nM,Homo sapiens,24930833
CHEMBL3314286,386.44,6.44,79.76,CSc1nccc(n1)c2[nH]c(nc2c3ccc(F)cc3)c4ccc(cc4)C#C,100000,nM,Homo sapiens,24930833
CHEMBL3314275,512.46,3.79,179.32,[Na+].[Na+].CSc1nccc(n1)c2c(nc3nc(ccn23)c4cn(CCP(=O)([O-])[O-])nn4)c5ccc(F)cc5,100000,nM,Homo sapiens,24930833
CHEMBL3355482,380.46,3.32,74.86,CN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3,100000,nM,Homo sapiens,25589930
CHEMBL3120963,364.38,2.73,81.65,Cn1c(nc(c2ccc(F)cc2)c1c3ccncc3)c4cn(CCO)nn4,100000,nM,Homo sapiens,24930833
CHEMBL3120995,440.43,4.48,98.72,Cn1c(nc(c2ccc(F)cc2)c1c3ccncc3)c4cn(nn4)c5ccc(cc5)C(=O)O,100000,nM,Homo sapiens,24930833
CHEMBL3314271,352.39,3.79,107.29,CSc1nccc(n1)c2c(nc3nc(N)ccn23)c4ccc(F)cc4,100000,nM,Homo sapiens,24930833
CHEMBL3360840,357.43,1.84,101.97,Nc1nc2cccc(c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1,100000,nM,Homo sapiens,25369270
CHEMBL278041,331.34,4.21,61.8,Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,100000,nM,Homo sapiens,24930833
CHEMBL3120985,428.36,2.51,128.76,[Na+].[Na+].Cn1c(nc(c2ccc(F)cc2)c1c3ccncc3)c4cn(CCP(=O)([O-])[O-])nn4,100000,nM,Homo sapiens,24930833
CHEMBL3120970,425.46,5.02,94.02,C[C@H](Nc1nccc(n1)c2c(nc3nc(N)ccn23)c4ccc(F)cc4)c5ccccc5,100000,nM,Homo sapiens,24930833
CHEMBL3120986,421.45,3.21,73.45,Cl.Cn1c(nc(c2ccc(F)cc2)c1c3ccncc3)c4cn(nn4)[C@H]5CCNC[C@@H]5F,100000,nM,Homo sapiens,24930833
CHEMBL3314273,462.46,4.04,149.27,[Na+].CSc1nccc(n1)c2c(nc3nc(ccn23)c4cn(CC(=O)[O-])nn4)c5ccc(F)cc5,100000,nM,Homo sapiens,24930833
CHEMBL3314274,568.56,4.57,157.32,CCOP(=O)(CCn1cc(nn1)c2ccn3c(c4ccnc(SC)n4)c(nc3n2)c5ccc(F)cc5)OCC,100000,nM,Homo sapiens,24930833
CHEMBL3120983,440.43,4.48,98.72,Cn1c(nc(c2ccc(F)cc2)c1c3ccncc3)c4cn(nn4)c5cccc(c5)C(=O)O,100000,nM,Homo sapiens,24930833
CHEMBL1221633,433.89,5.75,79.84,[O-][N+](=O)c1ccc(NC(=O)CCc2cn(Cc3ccc(Cl)cc3)c4ccccc24)cc1,106700,nM,,20655209
CHEMBL185140,389.88,4.7,46.92,Clc1ccc(Cn2cc(CCC(=O)Nc3ccncc3)c4ccccc24)cc1,133600,nM,,20655209
CHEMBL446576,209.25,2.78,54.7,Nc1n[nH]c2cc(ccc12)c3ccccc3,145300,nM,,19019674
CHEMBL228043,360,2.65,73.12,C\C(=C(/C#N)\C(=O)Nc1cc(Br)ccc1Br)\O,500000,nM,Homo sapiens,17098432
CHEMBL462168,522.48,5.66,87.5,COc1cc2nccc(Oc3ccc4c(NC(=O)c5cccc(c5)C(F)(F)F)nn(C)c4c3)c2cc1OC,25000000,nM,,18682324
CHEMBL1934340,533.65,3.11,134.31,CN(c1cccc(c1)c2ccc3cnc(Nc4ccc(cc4)C5CCN(CC(=O)N)CC5)nn23)S(=O)(=O)C,.09,nM,Homo sapiens,22169263
CHEMBL3126350,436.27,1.89,135.44,NS(=O)(=O)c1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1,.15,nM,Homo sapiens,24582987
CHEMBL1923571,429.47,3.53,80.99,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4)C(=O)N5CCOCC5)nn23,.17,nM,Homo sapiens,22041060
CHEMBL1822515,414.5,4.55,57.93,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nn23,.17,nM,Homo sapiens,22041060
CHEMBL1822515,414.5,4.55,57.93,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nn23,.19,nM,Homo sapiens,22041060
CHEMBL272424,381.76,4.15,57.78,Fc1ccc2c(c1)c3C(=O)NC=Cc3c4[nH]c(nc24)c5c(F)cccc5Cl,.2,nM,Homo sapiens,18029174
CHEMBL3126349,437.23,3.12,87.14,OC(C(F)F)c1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1,.2,nM,Homo sapiens,24582987
CHEMBL1789941,306.37,2.88,83.18,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,.2,nM,Homo sapiens,25369270
CHEMBL1822511,376.41,4.4,69.91,COc1cc(Nc2ncc3ccc(c4ccccc4)n3n2)cc(OC)c1OC,.2,nM,Homo sapiens,22169263
CHEMBL583895,349.36,2.58,94.02,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,.2,nM,,19857967
CHEMBL1934342,504.6,3.52,131.07,CS(=O)(=O)c1ccc(cc1)c2ccc3cnc(Nc4ccc(cc4)C5CCN(CC(=O)N)CC5)nn23,.22,nM,Homo sapiens,22169263
CHEMBL1934339,519.62,2.9,143.1,CS(=O)(=O)Nc1cccc(c1)c2ccc3cnc(Nc4ccc(cc4)C5CCN(CC(=O)N)CC5)nn23,.22,nM,Homo sapiens,22169263
CHEMBL1923573,401.46,4.28,63.92,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4)N5CCOCC5)nn23,.23,nM,Homo sapiens,22041060
CHEMBL1934341,456.54,3.39,108.78,NC(=O)CN1CCC(CC1)c2ccc(Nc3ncc4ccc(c5cccc(CO)c5)n4n3)cc2,.27,nM,Homo sapiens,22169263
CHEMBL2325897,378.43,.95,114.76,O=C(N[C@H](C1CC1)C(=O)N2CC[C@H](C2)C#N)c3c[nH]c4ncc(nc34)C5CC5,.3,nM,Homo sapiens,23214979
CHEMBL1923588,415.49,3.94,70.82,COc1ccc(cn1)c2ccc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nn23,.3,nM,Homo sapiens,22041060
CHEMBL1789941,306.37,2.88,83.18,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,.3,nM,Homo sapiens,23540648
CHEMBL1923585,519.66,4.41,103.25,CN1CCN(CC1)c2ccc(Nc3ncc4ccc(c5cccc(c5)S(=O)(=O)NC(C)(C)C)n4n3)cc2,.33,nM,Homo sapiens,22041060
CHEMBL1923575,401.46,4.28,63.92,COc1ccccc1c2ccc3cnc(Nc4cccc(c4)N5CCOCC5)nn23,.35,nM,Homo sapiens,22041060
CHEMBL1923583,432.49,4.76,57.93,COc1ccccc1c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nn23,.35,nM,Homo sapiens,22041060
CHEMBL1923580,581.7,4.45,123.47,C[C@H](O)CN1CCN(CC1)c2ccc(Nc3ncc4ccc(c5cccc(c5)S(=O)(=O)NC(C)(C)C)n4n3)cc2F,.36,nM,Homo sapiens,22041060
CHEMBL1835142,428.41,3.55,101.62,Cn1cc(cn1)c2ccc3c(c2)[nH]c4c(cnc(N[C@H](C5CC5)C(F)(F)F)c34)C(=O)N,.4,nM,,21942426
CHEMBL1923589,433.48,4.15,70.82,COc1ccc(cn1)c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nn23,.4,nM,Homo sapiens,22041060
CHEMBL1923590,449.94,4.6,70.82,COc1ccc(cn1)c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nn23,.4,nM,Homo sapiens,22041060
CHEMBL1923574,458.56,4.39,78.16,COc1ccccc1c2ccc3cnc(Nc4ccc(cc4)N5CCN(C[C@H](C)O)CC5)nn23,.47,nM,Homo sapiens,22041060
CHEMBL1923584,448.95,5.22,57.93,COc1ccccc1c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nn23,.5,nM,Homo sapiens,22041060
CHEMBL3126347,415.27,3.16,87.14,CC(C)(O)c1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1,.5,nM,Homo sapiens,24582987
