CMPD_CHEMBLID,MOLWEIGHT,ALOGP,PSA,CANONICAL_SMILES,IC50,STANDARD_UNITS,ASSAY_ORGANISM,PUBMED_ID
CHEMBL1835022,298.31,2.67,83.8,NC(=O)c1cnc(NC2CCC2)c3c4cc(F)ccc4[nH]c13,83,nM,,21942426
CHEMBL1080954,411.48,2.62,118.82,NS(=O)(=O)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,83,nM,,19762238
CHEMBL2376156,448.87,1.75,132.58,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)n3ncc4cc(Cl)ccc34)C(=O)N5CC(C5)C#N,83,nM,Homo sapiens,23540648
CHEMBL2376436,419.48,2.64,109,C[C@H](NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12)C5CC5,84,nM,Homo sapiens,23541670
CHEMBL577944,338.37,.37,128.32,NC(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,84,nM,,19857967
CHEMBL2062810,490.62,4.59,91.22,CC(C)S(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)N5CCN(C)CC5)nc23,85,nM,Homo sapiens,22594690
CHEMBL1934346,428.49,2.32,114.33,NC(=O)CN1CCC(CC1)c2ccc(Nc3ncc4ccc(c5ncccn5)n4n3)cc2,85,nM,Homo sapiens,22169263
CHEMBL3403550,405.76,4.15,78.2,NC(=O)c1cc(cn1c2cc(ccc2Cl)C(F)(F)F)c3ncnn4cccc34,85,nM,Homo sapiens,25882525
CHEMBL569720,353.36,2.07,128.09,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,87,nM,,19857966
CHEMBL571118,339.35,.77,111.52,COC(=O)C1CCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,87,nM,,19857967
CHEMBL1077431,376.45,4.65,70.51,Cc1cc(cc(C)c1O)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,88,nM,,19762238
CHEMBL2414536,364.4,2.69,89.5,COc1ccc(cc1)c2cccn3nc(Nc4cnn(c4)[C@H](C)CO)nc23,89,nM,Homo sapiens,23870430
CHEMBL2062808,532.66,3.7,100.44,CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)N5CCC(CC5)N6CCOCC6)nc23,89,nM,Homo sapiens,22594690
CHEMBL3126345,374.29,3,66.91,Fc1cccc(c1Nc2nc3ccncc3c4C(=O)NC=Cc24)C(F)(F)F,90,nM,Homo sapiens,24582987
CHEMBL1650737,449.87,3,126,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2Cl)n[nH]1,90,nM,,21138246
CHEMBL3234895,491.55,3.82,145.94,CC(C)(O)COCc1cccc(Nc2sc(cc2C(=O)N)c3c(F)cc(cc3F)C(C)(C)O)n1,90,nM,Homo sapiens,24666646
CHEMBL1934337,561.7,3.84,143.1,CC(C)(C)NS(=O)(=O)c1cccc(c1)c2ccc3cnc(Nc4ccc(cc4)C5CCN(CC(=O)N)CC5)nn23,90,nM,Homo sapiens,22169263
CHEMBL2322141,241.29,2.48,58.87,C1CCC(CC1)c2nnc3cnc4[nH]ccc4n23,90,nM,Homo sapiens,23265875
CHEMBL3126340,342.27,2.47,66.91,Fc1cc(F)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(F)c1,90,nM,Homo sapiens,24582987
CHEMBL1944701,398.5,5.22,50.28,C1C\C=C\CN(Cc2cccc(Nc3nccc(n3)c4cccc(O1)c4)c2)C5CC5,90,nM,1,60939
CHEMBL2170419,358.75,4.71,87.14,OC(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1,91,nM,,22803810
CHEMBL3335680,302.33,-.01,103.01,CC(=O)N1CCCC(C1)NC(=O)Nc2cnc3[nH]ccc3n2,92,nM,Homo sapiens,25262541
CHEMBL3234878,343.83,4.31,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3ccccc3Cl)n1,93,nM,Homo sapiens,24666646
CHEMBL1835140,402.49,3.73,101.62,CC(C)C(Nc1ncc(C(=O)N)c2[nH]c3cc(ccc3c12)c4cnn(C)c4)C5CC5,95,nM,,21942426
CHEMBL1080110,402.38,3.16,85.17,Fc1ccc2C(CCOc2c1)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56,95,nM,Homo sapiens,19836234
CHEMBL3354186,390.44,2.6,107.64,COC1CCN(CC1)c2nccc(Nc3cc4[nH]c(cc4cn3)c5cn[nH]c5)n2,96,nM,Homo sapiens,25383627
CHEMBL1079526,402.38,3.16,85.17,Fc1cccc2OCCC(N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56)c12,97,nM,Homo sapiens,19836234
CHEMBL1945566,464.58,4.61,92.8,CCS(=O)(=O)c1ccc2Nc3nccc(n3)c4cccc(OCC\C=C\CN(C)Cc1c2)c4,100,nM,1,60939
CHEMBL1650551,416.45,2.17,115.27,Cl.[2H]C([2H])(N1CCC(F)(F)C1)c2cc(Nc3nc(C)cn4c(cnc34)c5cn[nH]c5)sn2,100,nM,,21128646
CHEMBL3126339,269.27,1.96,54.02,Fc1ccc2c(NC3CC3)nc4C=CNC(=O)c4c2c1,100,nM,Homo sapiens,24582987
CHEMBL1938646,444.55,3.79,108.72,Nc1ncc(C(=O)NCc2ccccc2)c3sc(cc13)c4ccc(cc4)N5CCOCC5,100,nM,Homo sapiens,22087750
CHEMBL1835018,286.3,2.45,83.8,CC(C)Nc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12,100,nM,,21942426
CHEMBL1650545,416.45,2.17,115.27,Cl.Cc1cn2c(cnc2c(Nc3cc(CN4CCC(F)(F)C4)ns3)n1)c5cn[nH]c5,100,nM,,21128646
CHEMBL1835148,413.48,2.63,135.6,NC(=O)c1cnc(NC(C2CC2)C3CC3)c4c5ccc(cc5[nH]c14)c6cnc(N)cn6,100,nM,,21942426
CHEMBL3359914,302.37,.97,92.65,C[C@]1(O)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C,100,nM,Homo sapiens,25453808
CHEMBL1650533,426.54,2,135.5,Cl.CCN(Cc1cc(Nc2nc(C)cn3c(cnc23)c4cn[nH]c4)sn1)C(C)(C)CO,100,nM,,21128646
CHEMBL3335683,338.39,-.22,128.45,CS(=O)(=O)N1CCC[C@@H](C1)NC(=O)Nc2cnc3[nH]ccc3n2,101,nM,Homo sapiens,25262541
CHEMBL1091191,517.55,4.05,83.01,COc1cc(cc(OC)c1OC)c2cnc3cc(F)cc(c4ccc(CC(=O)N5CCOCC5)cc4)c3n2,101,nM,,20231096
CHEMBL3335698,458.54,1.02,137.6,CS(=O)(=O)N1CCC[C@@H](C1)Nc2nc(ncc2c3cnc4[nH]ccc4n3)N5CCOCC5,102,nM,Homo sapiens,25262541
CHEMBL2207761,458.34,3.7,96.01,CC(=O)Nc1ccc(cc1)c2ccnc(NCCCNC(=O)c3c(Cl)cccc3Cl)n2,104,nM,,23127890
CHEMBL3262356,389.45,2.93,120.22,N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc5cc[nH]c45)n2,105,nM,Homo sapiens,24726806
CHEMBL2062807,511.62,3.23,130.49,CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(CN5CCS(=O)(=O)CC5)c4)nc23,107,nM,Homo sapiens,22594690
CHEMBL1650728,409.22,2.69,113.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,108,nM,,21138246
CHEMBL571526,353.35,3.2,112.4,C[C@@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,108,nM,,19857966
CHEMBL3335689,414.52,2.46,112.24,CC(C)CS(=O)(=O)N1CCC[C@@H](C1)Nc2ncccc2c3cnc4[nH]ccc4n3,108,nM,Homo sapiens,25262541
CHEMBL1650723,364.77,2.61,113.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,108,nM,,21138246
CHEMBL3330107,355.82,3.68,96.69,CCNC(=O)c1cc([nH]c1c2cc(Cl)ccc2C)c3ccnc(N)n3,109,nM,Homo sapiens,25009002
CHEMBL1682364,444.53,3.48,83.59,CC(C)n1cnc(Nc2nc(nn3cccc23)N4CCN(CC4)C(=O)Cc5ccccc5)c1,110,nM,,21282055
CHEMBL3359924,288.34,.77,92.65,C[C@]1(CO)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,110,nM,Homo sapiens,25453808
CHEMBL1081443,377.39,4.19,78.64,COc1cc(Nc2oc3c(cccc3n2)c4ccccn4)cc(OC)c1OC,110,nM,,20138510
CHEMBL3115325,356.38,2.19,97.42,COc1ccc(Nc2nc(N3CCOCC3)c4nc[nH]c4n2)cc1OC,110,nM,Homo sapiens,23993776
CHEMBL1835032,342.82,4.05,83.8,NC(=O)c1cnc(NC2CCCCC2)c3c1[nH]c4cccc(Cl)c34,110,nM,,21942426
CHEMBL1945567,508.63,4.66,102.03,CCS(=O)(=O)CCOc1ccc2Nc3nccc(n3)c4cccc(OCC\C=C\CN(C)Cc1c2)c4,110,nM,1,60939
CHEMBL2062802,449.53,3.59,97.21,CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)N5CCOCC5)nc23,110,nM,Homo sapiens,22594690
CHEMBL376885,420.9,4.13,75,CN1CCN(CC1)c2cc(Nc3ccccc3Cl)nc(n2)n4cnc5ccncc45,113,nM,Homo sapiens,16934457
CHEMBL3126350,436.27,1.89,135.44,NS(=O)(=O)c1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1,113,nM,Homo sapiens,24582987
CHEMBL1078229,414.46,2.86,103.16,O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3cccc(c3)N4CCOCC4)n2,113,nM,,19762238
CHEMBL3330109,373.81,3.73,96.69,Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)NCCF)c3ccnc(N)n3,114,nM,Homo sapiens,25009002
CHEMBL2414531,335.36,2.1,93.16,CCn1cc(cn1)c2cccc3nc(Nc4ccnc(CO)c4)nn23,115,nM,Homo sapiens,23870430
CHEMBL1078228,432.45,3.06,103.16,Fc1cc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)ccc1N4CCOCC4,116,nM,,19762238
CHEMBL2414534,435.5,3.16,105.05,CN(C)C(=O)c1ccc(Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C)cc1,117,nM,Homo sapiens,23870430
CHEMBL2414549,359.42,4.3,75.34,CC(C)c1cccc(c1)c2cccc3nc(Nc4ccnc(CO)c4)nn23,117,nM,Homo sapiens,23870430
CHEMBL2062801,442.51,3.27,127.26,CS(=O)(=O)c1ccc(Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C)cc1,118,nM,Homo sapiens,22594690
CHEMBL3116057,348.77,2.15,93.44,C[C@H](Nc1ncc(Cl)c(Nc2cn(C)cn2)n1)c3ncc(F)cn3,120,nM,Homo sapiens,24359159
CHEMBL1092588,471.55,4.47,65.94,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)cc4)c3n2,120,nM,,20231096
CHEMBL3352892,283.33,1.26,96.21,C[C@]1(CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N)C#N,120,nM,Homo sapiens,25453808
CHEMBL3262355,417.47,2.22,135.13,N[C@H]1CCCC[C@H]1Nc2cc3N=CNC(=O)c3c(Nc4cccc(c4)n5nccn5)n2,120,nM,Homo sapiens,24726806
CHEMBL1835152,559.56,3.83,155.33,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c3c4ccc(cc4[nH]c13)c5ccc(nn5)N6CCS(=O)(=O)CC6,120,nM,,21942426
CHEMBL1945049,457.57,4.19,79.38,CC(C)NCC(=O)N1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,120,nM,1,60939
CHEMBL1945705,501.62,4.54,71.98,CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(OCCN5CCOCC5)c(C1)c4)n3,120,nM,1,60939
CHEMBL221912,308.34,2.34,88.65,COC[C@H](C)Nc1ccnc(n1)n2cnc3ccc(cc23)C#N,124,nM,Homo sapiens,16934457
CHEMBL3335695,389.43,.92,145.36,CS(=O)(=O)N1CCC[C@@H](C1)Nc2nc(O)ncc2c3cnc4[nH]ccc4n3,129,nM,Homo sapiens,25262541
CHEMBL571119,367.41,1.58,111.52,CCOC(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,130,nM,,19857967
CHEMBL3359928,276.31,1.45,72.42,C[C@@]1(F)CCC[C@@H]1Nc2c(cnn3cccc23)C(=O)N,130,nM,Homo sapiens,25453808
CHEMBL1835141,400.48,3.36,101.62,Cn1cc(cn1)c2ccc3c(c2)[nH]c4c(cnc(NC(C5CC5)C6CC6)c34)C(=O)N,130,nM,,21942426
CHEMBL3359910,272.35,1.86,72.42,CC1(C)CCC[C@@H]1Nc2c(cnn3cccc23)C(=O)N,130,nM,Homo sapiens,25453808
CHEMBL3359919,287.36,.47,98.44,CC1(C)[C@@H](N)CC[C@H]1Nc2c(cnn3cccc23)C(=O)N,130,nM,Homo sapiens,25453808
CHEMBL3359912,288.34,.76,92.65,CC1(C)[C@@H](O)CC[C@H]1Nc2c(cnn3cccc23)C(=O)N,130,nM,Homo sapiens,25453808
CHEMBL3403540,341.79,3.67,85.83,CNc1cc(ncn1)c2cc(C(=O)N)n(c2)c3cc(Cl)ccc3C,131,nM,Homo sapiens,25882525
CHEMBL1078165,400.48,3.19,86.1,N#CCNCc1cccc(c1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,132,nM,,19762238
CHEMBL393375,532,3.82,106.23,COc1ccc(Cl)c(Nc2nc(nc3c2cc(C(=O)N4CCN(C)CC4)n3C)n5cnc6ccncc56)c1,132,nM,,17189692
CHEMBL1938656,462.59,2.06,160.02,COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,135,nM,Homo sapiens,22087750
CHEMBL2062794,316.36,4.2,51.45,COc1ccccc1c2cccn3nc(Nc4ccccc4)nc23,136,nM,Homo sapiens,22594690
CHEMBL3360318,308.33,2.96,68.52,COc1ccc(cc1)c2cccc3nc(NC(=O)C4CC4)nn23,138,nM,Homo sapiens,25369270
CHEMBL1288720,271.29,2.19,54.02,CC(C)Nc1nc2C=CNC(=O)c2c3cc(F)ccc13,139,nM,,21044843
CHEMBL1945568,499.6,4.44,79.82,CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(OCC(=O)N5CCCC5)c(C1)c4)n3,140,nM,1,60939
CHEMBL3126343,441.19,5.3,76.14,FC(F)(F)Oc1cc(Cl)c(Nc2nc3ccncc3c4C(=O)NC=Cc24)c(Cl)c1,140,nM,Homo sapiens,24582987
CHEMBL589869,332.33,3.63,73.83,Oc1ccc(cc1F)C2Nc3ccccc3c4ncnc5[nH]cc2c45,140,nM,Homo sapiens,19945871
CHEMBL3234881,327.38,3.86,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3ccc(F)cc3)n1,140,nM,Homo sapiens,24666646
CHEMBL557844,350.37,2.36,90.89,Cl.COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,141,nM,Homo sapiens,16934457
CHEMBL570192,353.35,3.2,112.4,C[C@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,142,nM,,19857966
CHEMBL3234888,320.37,3.25,120.04,NC(=O)c1cc(sc1Nc2ccc(cn2)C#N)c3ccccc3,146,nM,Homo sapiens,24666646
CHEMBL1938659,517.66,2.02,163.26,CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2,148,nM,Homo sapiens,22087750
CHEMBL1945823,510.63,5.05,86.54,N#CCN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(OCCN5CCCC5)c(C1)c4)n3,150,nM,1,60939
CHEMBL1081976,469.51,3.83,120.3,COc1cc(Nc2oc3c(cccc3n2)c4cccc(NS(=O)(=O)C)c4)cc(OC)c1OC,150,nM,,20138510
CHEMBL3330131,355.82,3.83,110.68,CC(C)c1ccc(Cl)cc1c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,150,nM,Homo sapiens,25009002
CHEMBL1945052,456.46,6.85,59.51,CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(OC(F)(F)F)c(C1)c4)n3,150,nM,1,60939
CHEMBL3359922,274.32,.51,92.65,C[C@]1(O)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,150,nM,Homo sapiens,25453808
CHEMBL1947162,358.44,4.2,59.07,C1C\C=C\CNCc2cccc(Nc3nccc(n3)c4cccc(O1)c4)c2,150,nM,1,60939
CHEMBL2414542,362.39,3.22,97.34,CC(C)n1cc(cn1)c2cccn3nc(Nc4ccc(cc4)C(=O)O)nc23,151,nM,Homo sapiens,23870430
CHEMBL218602,330.39,3.38,59.73,C[C@H](N(C)c1ccnc(n1)n2cnc3ccncc23)c4ccccc4,153,nM,Homo sapiens,16934457
CHEMBL3330112,417.89,4.91,96.69,Cc1ccc(Cl)cc1c2[nH]c(cc2C(=O)NCc3ccccc3)c4ccnc(N)n4,154,nM,Homo sapiens,25009002
CHEMBL3354187,432.52,3.53,96.78,COC1CCN(CC1)c2nccc(Nc3cc4c(cn3)cc(c5cn[nH]c5)n4C(C)C)n2,154,nM,Homo sapiens,25383627
CHEMBL3234882,327.38,3.86,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3cccc(F)c3)n1,155,nM,Homo sapiens,24666646
CHEMBL2414538,376.41,3.69,97.34,CC(C)Cn1cc(cn1)c2cccn3nc(Nc4ccc(cc4)C(=O)O)nc23,156,nM,Homo sapiens,23870430
CHEMBL1946442,390.45,4.94,50.28,CN1C\C=C\CCOc2cc(F)cc(c2)c3ccnc(Nc4cccc(C1)c4)n3,160,nM,1,60939
CHEMBL570231,394.47,1.55,105.53,CCCN(CC)C(=O)C1CCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,160,nM,,19857967
CHEMBL603048,346.77,4.32,74.16,Oc1ccc(C2=Nc3ccccc3c4ncnc5[nH]cc2c45)c(Cl)c1,160,nM,Homo sapiens,19945871
CHEMBL583895,349.36,2.58,94.02,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,160,nM,,19857967
CHEMBL3234887,313.35,3.57,96.25,NC(=O)c1cc(sc1Nc2ccc(F)cn2)c3ccccc3,161,nM,Homo sapiens,24666646
CHEMBL1078721,428.49,2.77,103.16,O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2,163,nM,,19762238
CHEMBL2414532,347.42,3.62,72.93,CC(C)Cn1cc(cn1)c2cccc3nc(Nc4ccnc(C)c4)nn23,165,nM,Homo sapiens,23870430
CHEMBL1078720,458.56,3.89,103.16,CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1,166,nM,,19762238
CHEMBL373523,435.52,5.14,71.76,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cccc(c4)N(C)C)c5ccccc5,167,nM,Homo sapiens,16934457
CHEMBL1944698,372.46,4.73,50.28,CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3,170,nM,Homo sapiens,25800646
CHEMBL1079525,384.39,2.96,85.17,O=C1Nc2cnc(nc2N1C3CCOc4ccccc34)n5cnc6ccccc56,170,nM,Homo sapiens,19836234
CHEMBL3126351,336.31,2.34,66.91,CC(C)[C@H](Nc1nc2ccncc2c3C(=O)NC=Cc13)C(F)(F)F,170,nM,Homo sapiens,24582987
CHEMBL3359918,287.36,.47,98.44,CC1(C)[C@H](N)CC[C@H]1Nc2c(cnn3cccc23)C(=O)N,170,nM,Homo sapiens,25453808
CHEMBL2376143,461.9,2.23,119.69,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3cn(C)c4cc(Cl)ccc34)C(=O)N5CC(C5)C#N,170,nM,Homo sapiens,23540648
CHEMBL1934351,477.56,4.18,101.44,NC(=O)CN1CCC(CC1)c2ccc(Nc3ncc4ccc(c5cccc6cccnc56)n4n3)cc2,170,nM,Homo sapiens,22169263
CHEMBL2414553,331.37,3.76,64.34,COc1ccc(cc1)c2cccc3nc(Nc4ccnc(C)c4)nn23,174,nM,Homo sapiens,23870430
CHEMBL3234891,295.36,2.83,96.25,NC(=O)c1cc(sc1Nc2ccncc2)c3ccccc3,175,nM,Homo sapiens,24666646
CHEMBL2062798,394.45,3.72,93.97,COc1cccc(Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C)c1,176,nM,Homo sapiens,22594690
CHEMBL2062529,545.7,3.97,94.46,CN1CCN(CC1)C2CCN(CC2)c3cccc(Nc4nc5c(cccn5n4)c6ccc(cc6)S(=O)(=O)C)c3,177,nM,Homo sapiens,22594690
CHEMBL3234885,309.39,3.85,96.25,Cc1ccc(Nc2sc(cc2C(=O)N)c3ccccc3)nc1,178,nM,Homo sapiens,24666646
CHEMBL3234880,345.37,4.06,96.25,Cc1cccc(Nc2sc(cc2C(=O)N)c3ccc(F)cc3F)n1,178,nM,Homo sapiens,24666646
CHEMBL1933343,386.49,5.22,50.28,CN1C\C=C\CCOc2cccc(c2)c3nc(Nc4cccc(C1)c4)ncc3C,180,nM,1,60939
CHEMBL3335697,458.54,.7,148.6,CS(=O)(=O)N1CCC[C@@H](C1)Nc2nc(ncc2c3cnc4[nH]ccc4n3)N5CC[C@@H](O)C5,180,nM,Homo sapiens,25262541
CHEMBL1835034,384.47,4.9,83.8,NC(=O)c1cnc(NC2CCCCC2)c3c4cc(ccc4[nH]c13)c5ccccc5,180,nM,,21942426
CHEMBL1933343,386.49,5.22,50.28,CN1C\C=C\CCOc2cccc(c2)c3nc(Nc4cccc(C1)c4)ncc3C,180,nM,,22119465
CHEMBL3335693,373.43,.64,125.13,CS(=O)(=O)N1CCC[C@@H](C1)Nc2ncncc2c3cnc4[nH]ccc4n3,181,nM,Homo sapiens,25262541
CHEMBL3335681,327.34,.05,126.79,O=C(NC1CCCN(C1)C(=O)CC#N)Nc2cnc3[nH]ccc3n2,181,nM,Homo sapiens,25262541
CHEMBL3262620,405.45,1.8,129.44,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc5N=CNC(=O)c35)cccc12,184,nM,Homo sapiens,24726806
CHEMBL221959,312.37,1.51,88.91,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,184,nM,Homo sapiens,23540648
CHEMBL221959,312.37,1.51,88.91,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,184,nM,Homo sapiens,23214979
CHEMBL1079120,444.49,2.84,112.4,COc1cnc(Nc2ccc(cc2)N3CCOCC3)nc1c4ccc(cc4)C(=O)NCC#N,186,nM,,19762238
CHEMBL3330103,327.77,3.12,110.68,Cc1ccc(Cl)c(c1)c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,187,nM,Homo sapiens,25009002
CHEMBL2325895,380.44,1.27,114.76,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CC(C4)C#N,188,nM,Homo sapiens,23214979
CHEMBL2325895,380.44,1.27,114.76,CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CC(C4)C#N,190,nM,Homo sapiens,23540648
CHEMBL1835028,312.34,3,75.01,NC(=O)c1cnc(N2CCCCC2)c3c4cc(F)ccc4[nH]c13,190,nM,,21942426
CHEMBL576272,338.37,.24,128.32,NC(=O)C1CCN(CC1)c2cc(ncn2)c3c(N)nn4cccnc34,190,nM,,19857967
CHEMBL3262357,403.48,3.42,120.22,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5N=CNC(=O)c35)cccc12,190,nM,Homo sapiens,24726806
CHEMBL2414548,343.42,4.97,55.11,CC(C)c1cccc(c1)c2cccc3nc(Nc4ccnc(C)c4)nn23,190,nM,Homo sapiens,23870430
CHEMBL1682363,413.48,3.51,78.66,O=C(Cc1ccccc1)N2CCN(CC2)c3nc(Nc4ccccn4)c5cccn5n3,190,nM,,21282055
CHEMBL2062793,278.23,2.86,56.21,Nc1nc2c(cccn2n1)c3ccc(cc3)C(F)(F)F,193,nM,Homo sapiens,22594690
CHEMBL2376437,419.48,2.64,109,C[C@@H](NC(=O)c1c[nH]c2ncc(Oc3ccc4CC[C@@H](NC(=O)C)c4c3)nc12)C5CC5,194,nM,Homo sapiens,23541670
CHEMBL1093454,485.57,4.96,65.94,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)c(C)c4)c3n2,195,nM,,20231096
CHEMBL3126338,269.27,1.96,54.02,Fc1ccc2nc(NC3CC3)c4C=CNC(=O)c4c2c1,200,nM,Homo sapiens,24582987
CHEMBL2376040,464.47,1.01,142.45,COc1cc(cc(OC)c1OC)c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C4)C#N)c3n2,200,nM,Homo sapiens,23540648
CHEMBL1290768,365.44,3.87,54.02,CC1(C)C2CCCC1(C)[C@@H]2Nc3nc4C=CNC(=O)c4c5cc(F)ccc35,200,nM,,21044843
CHEMBL604038,332.33,3.63,73.83,Oc1ccc(C2Nc3ccccc3c4ncnc5[nH]cc2c45)c(F)c1,200,nM,Homo sapiens,19945871
CHEMBL569737,366.42,.79,105.53,CN(C)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,200,nM,,19857967
CHEMBL1079690,455.51,3.89,92.52,O=C(NCc1occc1)c2ccc(cc2)c3ccnc(Nc4ccc(cc4)N5CCOCC5)n3,202,nM,,19762238
CHEMBL2325896,364.4,.63,114.76,O=C(N[C@H](C1CC1)C(=O)N2CC(C2)C#N)c3c[nH]c4ncc(nc34)C5CC5,206,nM,Homo sapiens,23214979
CHEMBL2062799,394.45,3.72,93.97,COc1ccc(Nc2nc3c(cccn3n2)c4ccc(cc4)S(=O)(=O)C)cc1,209,nM,Homo sapiens,22594690
CHEMBL232147,477.56,1.85,117.23,C[C@H](Nc1nc(nc2c1cc(C(=O)N3CCN(C)CC3)n2C)n4cnc5ccncc45)C(C)(C)O,209,nM,,17189692
CHEMBL1835015,258.25,1.73,83.8,CNc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12,210,nM,,21942426
CHEMBL576486,297.32,.45,94.46,Nc1nn2cccnc2c1c3cc(ncn3)N4CCOCC4,210,nM,,19857967
CHEMBL1835021,328.38,3.57,83.8,C[C@@H](Nc1ncc(C(=O)N)c2[nH]c3ccc(F)cc3c12)C(C)(C)C,210,nM,,21942426
CHEMBL1946004,515.65,5.3,71.98,COc1cc2Nc3nccc(n3)c4cccc(OCC\C=C\CN(C)Cc(c2)c1OCCN5CCCC5)c4,210,nM,1,60939
CHEMBL3359929,276.31,1.45,72.42,C[C@@]1(F)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N,210,nM,Homo sapiens,25453808
CHEMBL2414533,360.37,3.83,88.75,COc1ccc(cc1)c2cccn3nc(Nc4ccc(cc4)C(=O)O)nc23,212,nM,Homo sapiens,23870430
